id,SalePrice
2658,136480.90871568187
2718,136390.82454837032
2414,121319.10924514869
1989,122578.48847545696
625,131196.61595539338
333,128404.4709023597
1327,139205.14541711612
858,132172.0635538997
95,138969.4514672816
1568,131725.18968548073
2482,133168.70823188522
1364,159429.53675666242
2584,128491.12556469462
818,152406.2359012982
2673,100679.50513159868
2089,82808.81441472983
1297,85294.71762903659
790,108370.08935382006
2616,145616.43200360175
720,138028.06315863697
222,134489.33771496144
557,106863.83030828212
1148,152688.20150497317
2766,145261.40214626177
534,154926.95854708718
1452,106131.38933789432
630,111260.5117349654
2648,134236.1943645259
125,118145.41207775127
1904,42983.16497869759
1670,82189.43470650089
756,125559.51862253176
717,136475.80471897667
1032,139486.01182291194
852,186811.0706045618
1731,98953.58603910709
2639,83830.64641162177
2071,62743.63320998951
1267,101165.94253185231
1851,171354.6929269951
567,110398.06050346023
2439,153597.30348226766
1898,105979.77520559273
647,144059.95354503812
2256,184211.44127624508
979,138437.57675561053
1444,159601.75207014175
2485,107886.78554491428
157,91631.46192977302
88,112791.31686249003
2003,119056.03258135295
186,133478.74028938563
1425,199833.2605187557
2695,118670.73831466264
738,72324.9671738853
395,112963.56317793817
1353,81162.18331408779
1878,143386.97793366102
390,133737.99399424554
1456,156370.60802598423
1103,200344.45475865758
1387,88490.89811450908
2070,138080.8290856536
1199,103774.37461610137
2479,127489.21548620032
501,185875.42350766284
2362,74405.54765359711
1718,169953.8055233372
2188,75920.37057969868
1483,160917.62004933206
2557,88649.46711890228
437,220680.6199018677
2224,180713.4300966039
1628,155111.8485618543
397,109384.45093708891
587,149539.02358862935
2182,267997.665008136
971,169070.381754695
2611,124137.62045466495
1887,70601.0554724825
2399,209778.41872965218
2148,185184.36703443728
304,77149.57273805275
1997,151355.85364556807
2817,121288.76681121494
1431,145376.2776874122
427,206256.193888664
263,81830.9479052318
598,143540.26311282613
2895,183128.21640397664
687,19213.668493160745
1822,118829.88314572096
2191,58001.51968218744
179,95962.60987121273
1009,163845.71303779207
2010,97742.2242164805
1991,123819.9353467097
1411,127606.58900322238
1721,187595.04791055724
1144,131296.36326822144
593,142608.18225030985
575,222135.59180609265
1249,136960.13667205823
1604,111482.40316250193
1064,232018.52697662357
1923,157212.96131588248
1988,149860.80432647868
2325,122328.72634992708
114,108195.36948591017
2700,142341.86272828892
217,107895.93042814167
343,137531.17313398124
386,164365.5920285535
2005,104764.0290108258
2908,123649.13117018454
1814,189504.11229014702
2446,207333.4369789232
208,94182.31575584837
1679,110364.28358981997
822,227106.90805290983
6,142820.0048401226
1781,229846.0243579697
2397,157889.9041973065
2340,190468.5930242614
1618,113756.21503817246
2843,104879.43053765455
1061,225956.0792911696
2786,99858.78245373898
1935,91879.19379481272
1341,148376.82147383707
521,211705.87504037854
2136,135330.20567760666
996,126345.49954524424
227,102308.555859655
135,134268.07080648732
1167,117365.00085499577
294,126905.54939842157
1776,146449.23986672406
540,160487.47911670967
1717,143384.34837184908
2303,104256.22176634848
116,139244.21958185447
