id,SalePrice
2658,169252.40383551965
2718,133518.27976906556
2414,150152.78995566408
1989,198791.90948316624
625,144074.0352975161
333,105105.95304072855
1327,120798.57242750059
858,151036.8628432334
95,172733.85372797152
1568,133775.54937617335
2482,146893.34968810144
1364,198738.73891285429
2584,120684.36260409435
818,215729.76392202085
2673,136188.36762821412
2089,95396.98345877067
1297,87241.17682620331
790,86449.26857583542
2616,150158.23190788846
720,200061.4402017704
222,119163.48915138104
557,87559.89310118255
1148,184613.33831599238
2766,164121.1412671043
534,155917.78348554287
1452,96508.65161847754
630,41686.10258106532
2648,147408.7450844364
125,152083.42336135774
1904,8805.579073032219
1670,73902.95335826726
756,109627.87164793098
717,310374.6866045701
1032,145192.051288946
852,178298.8169210686
1731,114201.70126722626
2639,142717.1726202896
2071,22087.450384765398
1267,101844.05050833597
1851,170508.43084660702
567,141749.75517691486
2439,169773.79839143614
1898,103939.82345929134
647,164298.64873322734
2256,175078.79752942195
979,122232.88593565403
1444,174869.10350493158
2485,51369.18380837176
157,78817.67809493888
88,122091.88573064166
2003,84584.77959176905
186,270054.97154362843
1425,198003.6887666046
2695,182752.4066641906
738,23808.59127804209
395,112542.79338494707
1353,140705.57806125382
1878,126882.66413034554
390,115250.80585101842
1456,176016.4341319751
1103,238265.77119052468
1387,110904.87805561499
2070,127947.74185009437
1199,141965.2181189443
2479,135733.88819245578
501,295764.98721214547
2362,62929.8691798201
1718,172614.12719993418
2188,43176.4368139928
1483,143763.01047870127
2557,57020.0784322925
437,280191.2361600664
2224,181955.7352661907
1628,206822.5720272353
397,109351.17846483436
587,236547.09746396367
971,137792.52220021375
2611,137028.7985269172
1887,43457.289167666604
2399,249734.0416527695
2148,173707.5777966558
304,134564.53653830197
1997,131125.48074834803
2817,103063.3904886701
1431,166897.6163684948
427,268939.66020646424
263,93002.92121998116
598,161675.46616216985
2895,220347.25547118296
687,-9386.324715663824
1822,102333.9630331574
2191,54541.28583153291
179,116151.48096791453
1009,194814.4490877601
2010,35175.88925992299
1991,166205.5103060831
1411,163113.16483694484
1721,188365.28080739122
1144,142892.93669184897
593,160955.15929423217
575,281942.19264989055
1249,134148.6157613265
1604,108976.71553812835
1064,340959.7180829014
1923,142879.976849093
1988,118244.38378034144
2325,146046.964255791
114,96704.7497196685
2700,157332.11287127287
217,98018.53644625847
343,147430.05788351927
386,200924.2069656171
2005,174332.2922550746
2908,117082.07342648163
1814,185145.07911951278
2446,399268.4550480306
208,194750.96848855098
1679,141457.60513843634
822,238393.19603235569
6,145816.43093689502
1781,288566.20980871085
2397,203411.2327619156
2340,247698.2106987142
1618,105870.75811696296
2843,197716.57708181094
1061,261063.02388823574
2786,81816.75041296256
1935,121387.979286676
1341,104516.30818734496
521,220867.75791589942
2136,129107.57735764592
996,127596.57805212429
227,121908.64507841034
135,162898.9446415807
1167,148263.35327482957
294,160879.91864001087
1776,178208.05934455642
540,140319.55108303472
1717,169498.1998441678
2303,104056.5972520802
116,155173.95580970138
127,107842.47393749768
1371,156152.79718174037
1014,167508.5211659282
1507,3256.6709549430234
702,173549.1232264921
750,158112.7612114197
261,132949.1442799607
1559,187225.91446330896
577,250552.2415353417
2812,155619.25085740216
2080,89098.25768667343
1368,141667.0942868479
2376,107117.3606132465
659,151734.80076279835
1235,122770.8538070632
332,94883.99338391252
1917,91087.93716015811
2094,206188.83948479156
1460,204426.76096234305
1471,160692.3724936828
1509,15782.616868373356
1922,109679.32072377975
433,354691.47911399166
460,231530.411710192
1116,182325.35500379335
1137,107198.66823046783
53,156832.789906629
2354,207830.01780544955
1475,166359.05008045214
842,86953.10446053244
2739,156374.0720772508
2509,153395.60688354063
1007,162372.77779144715
2610,129028.64137463231
1952,149079.24695395696
2719,135871.23435322382
2921,103458.04112841883
1966,124935.75096541765
292,131814.44836973812
1204,174208.56159936814
1829,273838.86126646993
2419,139342.98031210806
391,143830.29664088145
798,17937.232634667424
481,151621.53388340503
193,215398.4709588917
555,93582.04552578599
899,-10359.999188234156
2357,156467.8966706813
328,131953.39866785964
1356,126578.2221169854
1154,54887.74567657418
1730,140665.9555234629
2249,128089.63343365262
1119,200549.67366683597
2856,86327.79138840803
1394,107935.82258729277
2587,72930.11572590833
61,291414.9774261594
2661,200842.9880753894
2711,126459.10943790693
1147,153293.0667118543
757,197128.18567816578
2623,70563.91193033215
2378,130030.18268816435
1413,108889.45422724875
1722,185811.90421975558
1112,220713.4468943087
1623,129902.83053226832
1201,188432.66366524083
1513,106158.95123251506
957,400857.60305554105
1171,232182.0086017985
1145,167124.92920577404
2726,189557.28492068037
703,184197.5056794009
760,210110.0068999846
1964,118899.3002319615
2512,182488.73878973426
159,106860.29265086657
1281,152975.82284878017
468,151914.5350367929
290,136562.44805371476
665,152676.8659321562
1463,221879.49975532363
1792,173888.22474368833
923,123099.94179135482
500,225368.37906015717
1408,140696.6266598841
331,73089.5658827614
170,75122.42036581012
2192,54239.34883216345
2571,225930.19570192814
2314,141395.26376029797
2647,146824.25842488828
422,312527.9447704441
2457,283112.5404622323
1838,180621.74438930477
2805,193725.53375118555
1645,121258.84576642876
1711,237334.52128691733
2825,191303.20077385326
322,305540.08303771087
2103,197645.02994925293
342,77013.63385982811
600,69396.11467914737
488,140357.1697843849
1725,263450.7660324373
2246,265957.7653822953
2847,104854.80078512605
806,192816.2974178924
530,199978.62226903308
963,160126.57768083777
2678,20542.282585213106
171,73518.78080447468
2401,325061.90111509775
805,175064.35657828636
2259,212987.6327298195
1748,177392.35102935662
1361,208406.5426180558
1677,153301.09953136469
1406,135111.5243168885
2322,221205.93480923906
688,133036.18841943427
143,100815.48023183439
804,185362.66755920232
1214,216827.2941661642
2828,100249.88531361449
1999,137193.78867771663
2467,160975.7787285243
2665,230314.9213948861
1538,220528.51129983237
398,57560.82184685601
2822,109615.88073784037
2157,134459.8614741306
1856,266872.7842885748
1269,54489.4261884923
2570,96777.94828460457
2320,201884.90474020253
1517,115685.6809417299
2304,114699.12480738228
1312,72328.73504571113
2012,60637.232339566166
506,246131.7419994481
2865,181111.32991447006
2367,134481.89954178204
554,104338.58248500153
238,110195.62767796623
1954,80137.11751165963
